src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:warfarin,icd:9:99932,treat,17,16,0.00058843890619591555,0.0787037037037037
drug:omeprazole,icd:10:J386,treat,10,10,0.00013665682737509566,0.22222222222222221
drug:atenolol,icd:9:7245,treat,12,12,0.00078916217282651584,0.029268292682926831
drug:lisinopril,icd:10:C787,treat,16,15,0.0003284409319511444,0.0599250936329588
drug:lisinopril,icd:9:4148,treat,12,12,0.00024633069896335828,0.22641509433962265
drug:furosemide,icd:10:I82412,treat,15,15,0.0002163627971382414,0.0967741935483871
drug:amlodipine,icd:10:I70221,treat,16,15,0.00038590482622223295,0.22857142857142856
drug:lisinopril,icd:9:4290,treat,13,11,0.00026685825721030484,0.44827586206896552
drug:warfarin,icd:9:7823,treat,12,12,0.00041536863966770509,0.075
drug:atenolol,icd:10:K8590,treat,16,9,0.0010522162304353545,0.026186579378068741
drug:lisinopril,icd:9:59971,treat,17,17,0.00034896849019809095,0.1069182389937107
drug:lisinopril,icd:10:S72141A,treat,28,28,0.00057477163091450268,0.0877742946708464
drug:omeprazole,icd:9:2252,treat,39,38,0.000532961626762873,0.12621359223300971
drug:omeprazole,icd:10:F603,treat,10,9,0.00013665682737509566,0.0684931506849315
drug:simvastatin,icd:9:5641,treat,11,9,0.00031513206898527472,0.1111111111111111
drug:atenolol,icd:9:8208,treat,20,20,0.001315270288044193,0.054495912806539509
drug:warfarin,icd:9:56409,treat,16,15,0.00055382485289027345,0.072727272727272724
drug:warfarin,icd:10:K7290,treat,11,10,0.000380754586362063,0.022774327122153208
drug:omeprazole,icd:10:K8042,treat,10,10,0.00013665682737509566,0.17241379310344829
drug:omeprazole,icd:10:S272XXA,treat,12,12,0.00016398819285011479,0.0967741935483871
drug:omeprazole,icd:10:I421,treat,12,10,0.00016398819285011479,0.17910447761194029
drug:simvastatin,icd:9:5569,treat,11,10,0.00031513206898527472,0.037288135593220341
drug:warfarin,icd:9:25040,treat,10,10,0.00034614053305642093,0.0684931506849315
drug:furosemide,icd:10:J9809,treat,13,13,0.00018751442418647588,0.14285714285714285
drug:amlodipine,icd:9:53140,treat,17,17,0.00041002387786112253,0.06093189964157706
drug:lisinopril,icd:10:I70222,treat,14,12,0.00028738581545725134,0.18666666666666668
drug:omeprazole,icd:9:5110,treat,11,10,0.00015032251011260522,0.275
drug:omeprazole,icd:9:78905,treat,12,12,0.00016398819285011479,0.21052631578947367
drug:omeprazole,icd:10:H8110,treat,18,18,0.00024598228927517218,0.15384615384615385
drug:amlodipine,icd:9:9972,treat,10,10,0.00024119051638889558,0.079365079365079361
drug:lisinopril,icd:9:5715,treat,16,16,0.0003284409319511444,0.041131105398457581
drug:lisinopril,icd:10:K551,treat,16,15,0.0003284409319511444,0.17582417582417584
drug:simvastatin,icd:10:I313,treat,25,22,0.00071620924769380621,0.078864353312302835
drug:lisinopril,icd:10:K264,treat,13,12,0.00026685825721030484,0.05019305019305019
drug:warfarin,icd:9:43401,treat,16,16,0.00055382485289027345,0.20779220779220781
drug:amlodipine,icd:9:99678,treat,10,10,0.00024119051638889558,0.054945054945054944
drug:amlodipine,icd:10:I201,treat,21,21,0.00050650008441668068,0.42
drug:furosemide,icd:10:S72401A,treat,12,12,0.00017309023771059311,0.2
drug:amlodipine,icd:9:27669,treat,12,12,0.00028942861966667468,0.17142857142857143
drug:omeprazole,icd:10:I129,treat,12,12,0.00016398819285011479,0.13636363636363635
drug:omeprazole,icd:10:K8591,treat,16,15,0.00021865092380015305,0.18823529411764706
drug:simvastatin,icd:9:7837,treat,10,10,0.00028648369907752252,0.046948356807511735
drug:lisinopril,icd:9:2181,treat,18,18,0.00036949604844503745,0.069230769230769235
drug:lisinopril,icd:9:9961,treat,34,31,0.0006979369803961819,0.14592274678111589
drug:amlodipine,icd:10:J9589,treat,12,12,0.00028942861966667468,0.13793103448275862
drug:atenolol,icd:9:7840,treat,22,22,0.0014467973168486123,0.031117397454031116
drug:furosemide,icd:9:9975,treat,14,13,0.00020193861066235866,0.080459770114942528
drug:lisinopril,icd:10:I319,treat,12,12,0.00024633069896335828,0.081632653061224483
drug:lisinopril,icd:10:C7989,treat,13,13,0.00026685825721030484,0.10743801652892562
drug:omeprazole,icd:10:Z430,treat,10,9,0.00013665682737509566,0.25641025641025639
drug:lisinopril,icd:9:78702,treat,14,14,0.00028738581545725134,0.093333333333333338
drug:furosemide,icd:9:4417,treat,11,11,0.00015866605123471036,0.25
drug:omeprazole,icd:9:99685,treat,16,16,0.00021865092380015305,0.17391304347826086
drug:omeprazole,icd:10:K50012,treat,20,19,0.00027331365475019131,0.13157894736842105
drug:lisinopril,icd:10:K5909,treat,10,9,0.00020527558246946525,0.094339622641509441
drug:omeprazole,icd:9:56881,treat,13,13,0.00017765387558762435,0.15476190476190477
drug:simvastatin,icd:10:T8141XA,treat,11,11,0.00031513206898527472,0.038461538461538464
drug:amlodipine,icd:10:S2243XA,treat,11,11,0.00026530956802778516,0.14473684210526316
drug:lisinopril,icd:9:2989,treat,23,22,0.00047213383967977007,0.016140350877192983
drug:omeprazole,icd:10:J156,treat,11,11,0.00015032251011260522,0.3235294117647059
drug:omeprazole,icd:9:85202,treat,12,12,0.00016398819285011479,0.1
drug:atenolol,icd:9:28800,treat,17,15,0.0011179797448375641,0.0367170626349892
drug:simvastatin,icd:10:T84021A,treat,12,8,0.000343780438893027,0.20689655172413793
drug:amlodipine,icd:9:99649,treat,21,21,0.00050650008441668068,0.069767441860465115
drug:warfarin,icd:9:99762,treat,32,28,0.0011076497057805469,0.11636363636363636
drug:levofloxacin,icd:9:20500,treat,28,27,0.0019478260869565218,0.0958904109589041
drug:lisinopril,icd:9:514,treat,11,11,0.00022580314071641178,0.20754716981132076
drug:omeprazole,icd:10:I70212,treat,11,11,0.00015032251011260522,0.14102564102564102
drug:omeprazole,icd:10:M868X7,treat,13,12,0.00017765387558762435,0.25
drug:simvastatin,icd:9:78901,treat,18,18,0.00051567065833954052,0.038379530916844352
drug:furosemide,icd:10:T8143XA,treat,10,10,0.00014424186475882759,0.0392156862745098
drug:lisinopril,icd:10:C7801,treat,11,11,0.00022580314071641178,0.075342465753424653
drug:warfarin,icd:10:D509,treat,13,13,0.00044998269297334719,0.052419354838709679
drug:warfarin,icd:10:N136,treat,11,11,0.000380754586362063,0.047008547008547008
drug:atenolol,icd:10:E222,treat,23,22,0.0015125608312508221,0.056930693069306933
drug:furosemide,icd:10:R0902,treat,11,11,0.00015866605123471036,0.1864406779661017
drug:lisinopril,icd:9:55090,treat,14,14,0.00028738581545725134,0.095238095238095233
drug:lisinopril,icd:9:3570,treat,13,12,0.00026685825721030484,0.12871287128712872
drug:omeprazole,icd:9:2989,treat,32,31,0.0004373018476003061,0.022456140350877191
drug:simvastatin,icd:9:41402,treat,19,18,0.00054431902824729277,0.08050847457627118
drug:omeprazole,icd:10:K226,treat,12,12,0.00016398819285011479,0.13043478260869565
drug:simvastatin,icd:9:85222,treat,10,10,0.00028648369907752252,0.15151515151515152
drug:amlodipine,icd:10:T8579XA,treat,16,16,0.00038590482622223295,0.0653061224489796
drug:omeprazole,icd:9:43889,treat,14,14,0.00019131955832513392,0.12280701754385964
drug:omeprazole,icd:10:E042,treat,11,11,0.00015032251011260522,0.15942028985507245
drug:furosemide,icd:9:0539,treat,10,10,0.00014424186475882759,0.08771929824561403
drug:furosemide,icd:10:I7102,treat,10,10,0.00014424186475882759,0.19607843137254902
drug:amlodipine,icd:10:E1065,treat,16,12,0.00038590482622223295,0.10126582278481013
drug:omeprazole,icd:10:I70221,treat,12,10,0.00016398819285011479,0.17142857142857143
drug:simvastatin,icd:10:J159,treat,24,24,0.000687560877786054,0.079734219269102985
drug:lisinopril,icd:9:73382,treat,17,17,0.00034896849019809095,0.0776255707762557
drug:omeprazole,icd:10:T8452XA,treat,10,8,0.00013665682737509566,0.125
drug:omeprazole,icd:9:7820,treat,28,28,0.00038263911665026783,0.08615384615384615
drug:simvastatin,icd:10:T8579XA,treat,10,10,0.00028648369907752252,0.040816326530612242
drug:simvastatin,icd:10:C712,treat,10,8,0.00028648369907752252,0.07407407407407407
drug:warfarin,icd:9:57410,treat,10,10,0.00034614053305642093,0.021276595744680851
drug:furosemide,icd:10:Z4502,treat,18,18,0.00025963535656588969,0.52941176470588236
drug:warfarin,icd:10:G459,treat,22,21,0.000761509172724126,0.049886621315192746
drug:warfarin,icd:10:R569,treat,10,10,0.00034614053305642093,0.028089887640449437
drug:atenolol,icd:10:A4189,treat,10,9,0.0006576351440220965,0.010672358591248666
drug:omeprazole,icd:9:45342,treat,26,26,0.0003553077511752487,0.16455696202531644
drug:amlodipine,icd:10:C3490,treat,18,16,0.00043414292950001205,0.16216216216216217
drug:lisinopril,icd:9:7823,treat,15,15,0.00030791337370419789,0.09375
drug:omeprazole,icd:10:K8580,treat,23,20,0.00031431070296272003,0.23
drug:omeprazole,icd:9:2330,treat,14,13,0.00019131955832513392,0.112
drug:simvastatin,icd:10:I161,treat,10,9,0.00028648369907752252,0.038610038610038609
drug:amlodipine,icd:10:I619,treat,12,12,0.00028942861966667468,0.16901408450704225
drug:amlodipine,icd:10:I70211,treat,17,16,0.00041002387786112253,0.288135593220339
drug:lisinopril,icd:10:S270XXA,treat,15,15,0.00030791337370419789,0.051903114186851208
drug:simvastatin,icd:9:40390,treat,27,27,0.00077350598750931072,0.13235294117647059
drug:furosemide,icd:9:99669,treat,10,10,0.00014424186475882759,0.051020408163265307
drug:furosemide,icd:10:T8149XA,treat,14,14,0.00020193861066235866,0.084337349397590355
drug:lisinopril,icd:9:55221,treat,20,20,0.00041055116493893051,0.067796610169491525
drug:omeprazole,icd:10:E11628,treat,16,15,0.00021865092380015305,0.22535211267605634
drug:simvastatin,icd:10:K810,treat,14,13,0.00040107717870853149,0.04472843450479233
drug:lisinopril,icd:10:M4316,treat,14,14,0.00028738581545725134,0.19718309859154928
drug:warfarin,icd:9:V560,treat,11,11,0.000380754586362063,0.052631578947368418
drug:furosemide,icd:10:K436,treat,17,17,0.00024521117009000692,0.13709677419354838
drug:lisinopril,icd:9:78820,treat,11,11,0.00022580314071641178,0.1111111111111111
drug:lisinopril,icd:9:73314,treat,11,11,0.00022580314071641178,0.14285714285714285
drug:levofloxacin,icd:9:78900,treat,12,12,0.00083478260869565221,0.014336917562724014
drug:simvastatin,icd:10:R040,treat,10,10,0.00028648369907752252,0.068027210884353748
drug:warfarin,icd:10:T82110A,treat,10,10,0.00034614053305642093,0.18518518518518517
drug:amlodipine,icd:10:C642,treat,28,26,0.00067533344588890769,0.13592233009708737
drug:amlodipine,icd:9:20500,treat,13,13,0.00031354767130556426,0.044520547945205477
drug:lisinopril,icd:10:E11628,treat,18,17,0.00036949604844503745,0.25352112676056338
drug:lisinopril,icd:9:V5332,treat,13,13,0.00026685825721030484,0.30952380952380953
drug:amlodipine,icd:9:56089,treat,14,14,0.00033766672294445384,0.05533596837944664
drug:furosemide,icd:10:C180,treat,12,12,0.00017309023771059311,0.12903225806451613
drug:simvastatin,icd:10:I6201,treat,16,15,0.000458373918524036,0.081218274111675121
drug:amlodipine,icd:9:60784,treat,12,12,0.00028942861966667468,0.12121212121212122
drug:omeprazole,icd:10:A0811,treat,30,27,0.00040997048212528697,0.3
drug:omeprazole,icd:10:I2692,treat,18,17,0.00024598228927517218,0.15929203539823009
drug:omeprazole,icd:10:K2210,treat,10,9,0.00013665682737509566,0.34482758620689657
drug:amlodipine,icd:10:I63411,treat,14,14,0.00033766672294445384,0.038781163434903045
drug:lisinopril,icd:10:F0391,treat,12,12,0.00024633069896335828,0.15
drug:omeprazole,icd:9:72888,treat,13,13,0.00017765387558762435,0.076470588235294124
drug:warfarin,icd:9:44020,treat,12,12,0.00041536863966770509,0.16901408450704225
drug:warfarin,icd:9:25060,treat,26,25,0.00089996538594669438,0.0546218487394958
drug:lisinopril,icd:9:79311,treat,12,12,0.00024633069896335828,0.15384615384615385
drug:lisinopril,icd:9:5521,treat,11,11,0.00022580314071641178,0.085271317829457363
drug:omeprazole,icd:10:I82411,treat,24,23,0.00032797638570022957,0.22222222222222221
drug:simvastatin,icd:9:29281,treat,19,19,0.00054431902824729277,0.12337662337662338
drug:amlodipine,icd:10:E861,treat,10,10,0.00024119051638889558,0.081967213114754092
drug:simvastatin,icd:9:1748,treat,17,17,0.00048702228843178821,0.074235807860262015
drug:atenolol,icd:9:43311,treat,13,13,0.00085492568722872551,0.059907834101382486
drug:omeprazole,icd:10:B59,treat,11,11,0.00015032251011260522,0.33333333333333331
drug:amlodipine,icd:9:4412,treat,15,15,0.00036178577458334337,0.092592592592592587
drug:simvastatin,icd:9:1624,treat,11,11,0.00031513206898527472,0.23404255319148937
drug:simvastatin,icd:10:I6522,treat,12,12,0.000343780438893027,0.053097345132743362
drug:omeprazole,icd:9:20050,treat,11,7,0.00015032251011260522,0.34375
drug:omeprazole,icd:9:78652,treat,19,19,0.00025964797201268177,0.10857142857142857
drug:atenolol,icd:10:K430,treat,12,10,0.00078916217282651584,0.046511627906976744
drug:warfarin,icd:9:72989,treat,11,11,0.000380754586362063,0.061797752808988762
drug:lisinopril,icd:10:D649,treat,11,11,0.00022580314071641178,0.047210300429184553
drug:lisinopril,icd:9:42091,treat,14,14,0.00028738581545725134,0.11864406779661017
drug:amlodipine,icd:9:7336,treat,11,11,0.00026530956802778516,0.069182389937106917
drug:omeprazole,icd:10:C7B8,treat,10,8,0.00013665682737509566,0.25641025641025639
drug:omeprazole,icd:9:57490,treat,21,21,0.0002869793374877009,0.19090909090909092
drug:simvastatin,icd:9:99682,treat,18,3,0.00051567065833954052,0.054380664652567974
drug:simvastatin,icd:9:99832,treat,11,11,0.00031513206898527472,0.073333333333333334
drug:omeprazole,icd:10:I2720,treat,11,9,0.00015032251011260522,0.39285714285714285
drug:simvastatin,icd:9:4408,treat,11,11,0.00031513206898527472,0.15714285714285714
drug:amlodipine,icd:10:T8743,treat,16,15,0.00038590482622223295,0.17777777777777778
drug:amlodipine,icd:10:J439,treat,16,13,0.00038590482622223295,0.14953271028037382
drug:furosemide,icd:9:7837,treat,16,16,0.00023078698361412417,0.075117370892018781
drug:omeprazole,icd:10:T82110A,treat,13,13,0.00017765387558762435,0.24074074074074073
drug:simvastatin,icd:9:5571,treat,20,19,0.000572967398155045,0.16949152542372881
drug:amlodipine,icd:9:4168,treat,10,10,0.00024119051638889558,0.10416666666666667
drug:omeprazole,icd:10:C784,treat,14,13,0.00019131955832513392,0.19718309859154928
drug:simvastatin,icd:10:I083,treat,17,17,0.00048702228843178821,0.10303030303030303
drug:lisinopril,icd:10:J95811,treat,17,16,0.00034896849019809095,0.12056737588652482
drug:omeprazole,icd:10:K632,treat,11,10,0.00015032251011260522,0.12222222222222222
drug:omeprazole,icd:9:0388,treat,12,12,0.00016398819285011479,0.11320754716981132
drug:amlodipine,icd:9:4589,treat,11,11,0.00026530956802778516,0.036912751677852351
drug:furosemide,icd:9:78652,treat,10,10,0.00014424186475882759,0.057142857142857141
drug:simvastatin,icd:9:56985,treat,16,16,0.000458373918524036,0.13333333333333333
drug:amlodipine,icd:10:L88,treat,10,4,0.00024119051638889558,0.32258064516129031
drug:omeprazole,icd:9:8244,treat,15,15,0.00020498524106264348,0.066666666666666666
drug:lisinopril,icd:9:71941,treat,13,12,0.00026685825721030484,0.073033707865168537
drug:lisinopril,icd:10:C562,treat,12,12,0.00024633069896335828,0.0975609756097561
drug:furosemide,icd:10:T402X1A,treat,13,13,0.00018751442418647588,0.11711711711711711
drug:omeprazole,icd:10:R188,treat,14,13,0.00019131955832513392,0.27450980392156865
drug:simvastatin,icd:9:43321,treat,13,13,0.00037242880880077923,0.27659574468085107
drug:furosemide,icd:10:C642,treat,12,10,0.00017309023771059311,0.058252427184466021
drug:amlodipine,icd:10:C7802,treat,15,14,0.00036178577458334337,0.12295081967213115
drug:omeprazole,icd:9:42832,treat,21,21,0.0002869793374877009,0.2441860465116279
drug:omeprazole,icd:10:M4722,treat,10,10,0.00013665682737509566,0.16393442622950818
drug:omeprazole,icd:10:S82851A,treat,17,17,0.00023231660653766261,0.11486486486486487
drug:omeprazole,icd:9:2182,treat,11,11,0.00015032251011260522,0.11224489795918367
drug:atenolol,icd:9:72252,treat,14,14,0.00092068920163093518,0.10218978102189781
drug:simvastatin,icd:10:C3431,treat,24,24,0.000687560877786054,0.13559322033898305
drug:lisinopril,icd:9:81201,treat,12,11,0.00024633069896335828,0.092307692307692313
drug:lisinopril,icd:10:G43909,treat,12,12,0.00024633069896335828,0.082758620689655171
drug:lisinopril,icd:10:M19011,treat,19,18,0.000390023606691984,0.25333333333333335
drug:lisinopril,icd:9:4552,treat,23,22,0.00047213383967977007,0.096638655462184878
drug:omeprazole,icd:10:K754,treat,14,10,0.00019131955832513392,0.28
drug:omeprazole,icd:10:F10231,treat,12,11,0.00016398819285011479,0.15
drug:omeprazole,icd:9:4010,treat,19,19,0.00025964797201268177,0.12582781456953643
drug:omeprazole,icd:9:72992,treat,19,19,0.00025964797201268177,0.16521739130434782
drug:amlodipine,icd:9:41402,treat,28,28,0.00067533344588890769,0.11864406779661017
drug:simvastatin,icd:9:7823,treat,11,11,0.00031513206898527472,0.06875
drug:glyburide,icd:9:72210,treat,12,12,0.0069848661233993014,0.012232415902140673
drug:atenolol,icd:10:S066X9A,treat,10,10,0.0006576351440220965,0.0273972602739726
drug:omeprazole,icd:10:K5650,treat,14,14,0.00019131955832513392,0.08
drug:omeprazole,icd:9:45829,treat,20,20,0.00027331365475019131,0.13422818791946309
drug:lisinopril,icd:10:I5181,treat,24,23,0.00049266139792671657,0.23300970873786409
drug:lisinopril,icd:10:C679,treat,11,11,0.00022580314071641178,0.0718954248366013
drug:simvastatin,icd:9:79311,treat,11,11,0.00031513206898527472,0.14102564102564102
drug:furosemide,icd:10:M6282,treat,13,13,0.00018751442418647588,0.08387096774193549
drug:omeprazole,icd:10:R0602,treat,28,28,0.00038263911665026783,0.12556053811659193
drug:omeprazole,icd:10:N186,treat,13,13,0.00017765387558762435,0.13
drug:simvastatin,icd:10:A09,treat,14,14,0.00040107717870853149,0.0603448275862069
drug:atenolol,icd:10:S72142A,treat,10,10,0.0006576351440220965,0.03215434083601286
drug:lisinopril,icd:9:78062,treat,13,13,0.00026685825721030484,0.10569105691056911
drug:lisinopril,icd:10:K8070,treat,11,11,0.00022580314071641178,0.08943089430894309
drug:furosemide,icd:10:C61,treat,14,14,0.00020193861066235866,0.036363636363636362
drug:levofloxacin,icd:9:29181,treat,20,20,0.0013913043478260871,0.01881467544684854
drug:omeprazole,icd:10:M316,treat,10,9,0.00013665682737509566,0.24390243902439024
drug:amlodipine,icd:9:9623,treat,15,15,0.00036178577458334337,0.15
drug:omeprazole,icd:10:K580,treat,24,18,0.00032797638570022957,0.36363636363636365
drug:furosemide,icd:9:59010,treat,11,10,0.00015866605123471036,0.03273809523809524
drug:levofloxacin,icd:9:4589,treat,14,14,0.00097391304347826089,0.046979865771812082
drug:lisinopril,icd:9:51181,treat,11,9,0.00022580314071641178,0.054187192118226604
